2012年家户号,2011-2012全部家庭纯收入,同灶吃饭成员的总人数
620508,9000,5
620509,8800,2
620510,127400,4
620512,7100,8
620516,55000,3
620518,6300,3
620521,70500,4
620522,61300,7
620528,74800,3
620529,18205,2
620536,25170,6
620538,8500,5
620542,40000,4
620545,52000,5
620546,21000,2
620547,12620,4
620548,11550,7
620549,1600,5
620550,19300,6
620551,984,6
620552,800,3
620553,27900,7
620554,23830,4
620555,8150,4
620556,32295,5
620557,14500,6
620558,13000,4
620560,5350,9
620561,200,4
620562,8600,4
620564,6300,5
620570,3600,4
620571,39960,8
620573,19450,3
620575,30000,3
620576,4720,3
620577,7500,5
620578,41740,3
620579,37600,7
620580,2750,2
620581,73640,4
620582,3805,2
620583,1000,5
620584,5900,5
620587,14215,5
620588,11050,6
620590,15960,6
620591,48245,5
620593,5200,3
620595,3108,4
620598,78210,4
620600,7975,5
620601,11800,4
620602,8350,3
620603,2500,5
620605,33600,5
620606,2200,5
620607,17700,4
620608,13480,6
620612,3900,6
620614,11100,6
620615,62544,4
620618,1275,2
620619,7300,3
620622,3750,4
620623,4600,3
620624,18916,4
620625,22400,5
620626,1500,5
620628,7700,5
620629,59300,4
620630,66950,4
620631,40130,7
620633,500,4
620634,10200,3
620635,4180,4
620636,31850,5
620637,27050,4
620638,20800,5
620639,4660,6
620640,72360,5
620641,5200,2
620642,15750,3
620643,16900,5
620644,23250,4
620645,16511,6
620646,18900,1
620647,82960,5
620648,17400,5
620650,87500,5
620651,43301,4
620653,46440,6
620654,38050,8
620655,9211,6
620657,124200,4
620659,43440,2
620664,8070,4
620667,63600,3
620673,4800,2
620678,119200,4
620681,46600,3
620682,5,1
620685,72400,3
620686,60600,4
620687,39000,3
620689,83730,8
620691,9801,3
620693,16870,4
620694,42670,2
620695,46100,4
620696,15600,3
620698,79600,9
620699,51700,4
620700,19350,3
620701,4650,5
620703,38900,3
620704,28450,3
620705,17375,3
620706,8900,3
620707,24300,5
620710,41000,6
620712,38401,5
620713,40600,3
620714,17720,7
620715,22800,3
620716,19670,5
620717,61072,5
620718,53100,6
620719,52500,7
620720,4901,3
620721,51450,6
620723,66451,5
620724,39221,5
620725,24900,7
620727,65001,5
620729,85760,7
620730,14250,5
620731,200,4
620732,19000,5
620733,37700,2
620734,15400,6
620735,76760,4
620737,34601,5
620738,49540,4
620739,3300,7
620740,34400,5
620741,18230,7
620743,2800,6
620745,61050,6
620746,7380,5
620747,108600,4
620748,13450,4
620750,16240,5
620751,1000,6
620752,102600,5
620754,28320,3
620756,122850,8
620757,24870,6
620758,7200,4
620759,800,3
620760,2510,4
620761,77400,4
620763,48450,4
620764,44220,6
620765,82390,5
620766,48900,4
620768,350,1
620769,57850,6
620770,42040,3
620771,34771,5
620772,61100,6
620773,342120,3
620774,47000,3
620775,40500,3
620776,65800,4
620777,30084,2
620778,18000,2
620780,51100,6
620781,16000,3
620782,16000,1
620783,26900,3
620784,55000,3
620785,28100,3
620787,18050,3
620788,15600,1
620789,24012,1
620790,17800,4
620791,43000,4
620793,61776,5
620794,121000,5
620795,63880,5
620796,92600,4
620797,25000,3
620798,40200,2
620799,38720,3
620800,26300,3
620801,104000,5
620802,100000,3
620803,27000,3
620804,80000,3
620805,29150,4
620806,4600,4
620810,15500,3
620811,8870,5
620812,43761,4
620813,120200,5
620814,23950,3
620816,30380,4
620817,33100,4
620821,3560,2
620822,28000,5
620823,42000,6
620825,21160,3
620826,8400,7
620827,73740,5
620828,35650,4
620829,27661,3
620830,39701,4
620831,35700,3
620833,32700,4
620834,312050,6
620836,104171,3
620837,71530,4
620838,2735,3
620839,31820,5
620841,53200,3
620842,133100,5
620843,46960,6
620844,14381,6
620845,70200,7
620847,89920,11
620848,6490,4
620849,85794,7
620850,19380,5
620851,2100,4
620852,80200,6
620853,5010,3
620854,39515,5
620855,49340,3
620856,31161,2
620857,17670,6
620858,24830,4
620860,70360,5
620862,130000,5
620863,65340,6
620867,46000,5
620869,75640,4
620871,27000,5
620872,8000,5
620873,7000,2
620878,42500,5
620879,39730,3
620880,58000,4
620881,43800,5
620883,50400,4
620884,67000,6
620886,26400,4
620887,47000,4
620888,40400,5
620889,23400,5
620890,151836,4
620892,42400,3
620894,17600,5
620895,83800,6
620897,96241,3
620898,55690,4
620899,24800,4
620900,1840,5
620901,13150,6
620902,75350,6
620903,38000,4
620904,44500,6
620905,56800,5
620906,21200,3
620907,28211,4
620908,33550,3
620909,44200,4
620910,22067,3
620911,94700,6
620912,40880,4
620913,25940,5
620914,20100,2
620915,6500,1
620916,51750,7
620917,4800,2
620918,23640,5
620919,63800,4
620920,48400,3
620921,33901,6
620924,7760,6
620925,21940,6
620928,29900,6
620929,5350,5
620931,7401,3
620932,25400,4
620933,2780,4
620936,63741,4
620938,9715,5
620941,21600,7
620942,102300,6
620943,37660,4
620945,50300,9
620946,4500,2
620947,48000,3
620948,115050,6
620949,73200,7
620950,55995,4
620951,33900,4
620953,70160,5
620954,2500,2
620956,44805,4
620958,42200,4
620960,66700,6
620961,36940,3
620964,78150,6
620965,19250,5
620966,56790,10
620967,2900,5
620968,29800,7
620970,30240,5
620972,10030,6
620973,46320,4
620974,30520,4
620975,21250,3
620977,16546,5
620980,45100,6
620982,253280,11
620983,103400,5
620984,26890,4
620986,98932,10
620987,23100,5
620988,43101,5
620989,36700,6
620990,44480,5
620992,18460,2
620993,1230,1
620994,34500,3
620995,46700,6
620996,48512,6
620997,49400,6
620998,11600,5
620999,45113,4
621000,42100,4
621001,3360,4
621002,44400,5
621003,30600,3
621006,5770,4
621013,2160,5
621014,4580,3
621016,35440,6
621021,2000,4
621023,7206,6
621025,41500,7
621030,53525,7
621033,660,4
621034,25335,3
621035,24600,4
621036,23900,5
621038,8750,3
621040,28700,2
621041,5178,3
621042,77550,5
621044,79070,5
621045,3410,2
621046,27700,3
621047,3851,5
621049,50000,4
621050,42000,5
621051,13000,3
621052,42910,7
621054,33934,4
621055,5916,3
621056,17920,5
621057,13200,6
621058,1830,2
621059,41720,3
621060,26350,6
621061,22401,5
621062,63100,7
621063,3670,5
621064,26600,5
621065,11800,3
621068,14000,6
621069,36950,6
621070,29801,11
621071,34530,6
621072,22500,5
621073,2100,5
621074,64620,6
621077,32000,4
621078,17500,2
621079,50980,3
621080,12000,6
621081,66901,4
621082,16700,5
621083,3000,2
621084,11100,5
621085,2640,4
621086,2900,5
621087,25200,5
621088,15400,4
621090,7280,3
621092,6680,4
621095,4700,5
621096,12500,6
621097,7400,4
621098,380,5
621099,1550,4
621100,59400,6
621101,10270,4
621102,31855,7
621104,2675,3
621106,16580,4
621107,5200,2
621108,30700,5
621110,14498,4
621111,14300,4
621112,5960,4
621113,13530,3
621115,4815,3
621117,658,1
621118,43100,8
621119,62180,5
621122,4700,6
621123,9000,4
621124,62900,6
621125,24560,3
621126,38050,8
621127,8600,6
621128,7400,4
621129,6100,1
621130,40900,4
621131,12715,6
621132,16300,7
621133,6900,6
621134,36770,8
621135,22320,7
621137,5150,4
621138,11200,6
621139,6100,6
621140,6000,3
621141,4500,6
621142,3750,6
621143,16500,5
621144,19800,5
621151,6900,7
621156,63500,3
621157,16940,3
621159,72000,5
621161,124800,2
621162,44000,6
621163,3500,6
621165,40100,6
621168,36400,5
621172,54300,5
621173,4000,2
621174,92520,7
621176,16400,6
621178,63650,4
621180,41,2
621181,48820,5
621182,26650,4
621183,9604,4
621184,4000,4
621186,40141,4
621187,4900,3
621188,8790,2
621189,15650,4
621190,11301,2
621191,8800,2
621193,52201,4
621194,30050,3
621195,25001,4
621196,30200,3
621197,11060,4
621198,8790,2
621199,6251,6
621200,14160,2
621202,14900,6
621204,33619,6
621206,21500,2
621207,17701,3
621208,7151,5
621209,5060,6
621210,22000,3
621213,1050,6
621214,37000,6
621215,5300,7
621220,78900,5
621222,1610,5
621225,1320,4
621229,10900,7
621230,122400,6
621231,75540,8
621235,500250,5
621237,3850,5
621238,3311,5
621239,22621,7
621240,4501,5
621241,27671,7
621242,34700,7
621243,64301,6
621245,50140,5
621246,42701,10
621247,109541,8
621248,34801,5
621250,13425,5
621251,77061,8
621252,35600,3
621253,15481,6
621255,10061,4
621256,10111,7
621257,17830,5
621259,8796,4
621260,172301,8
621262,63301,8
621264,9451,4
621265,61340,5
621266,11351,6
621267,36161,6
621268,38524,4
621269,60900,4
621272,14510,4
621273,1000,4
621274,44150,7
621275,63780,4
621276,3280,3
621277,118400,4
621278,16101,4
621279,112251,8
621280,68321,4
621281,2940,2
621282,60200,4
621283,65600,7
621284,4420,4
621285,3400,3
621286,30660,5
621288,27000,6
621289,100600,6
621290,49680,6
621291,450,5
621293,31940,7
621295,28001,4
621296,42800,6
621298,17100,5
621299,3861,4
621300,1900,4
621301,22401,5
621302,7480,2
621305,14970,3
621307,2250,6
621308,200,3
621309,7450,6
621310,25000,6
621313,55160,7
621316,12800,6
621317,39500,3
621318,26000,5
621319,36700,3
621321,811401,3
621322,22900,4
621323,28900,8
621324,2900,4
621325,75550,4
621326,4800,1
621327,38800,3
621328,62720,4
621329,21750,5
621330,12030,3
621332,51400,3
621333,1250,5
621334,49501,5
621335,23400,9
621336,8600,4
621337,46700,5
621338,1750,1
621339,22080,2
621340,7760,3
621341,61340,7
621342,172420,11
621343,75840,7
621344,58490,6
621346,15550,5
621348,126300,4
621349,72240,3
621350,27000,5
621351,84880,4
621356,17000,3
621357,28000,3
621359,28780,4
621360,36500,3
621362,59200,5
621363,42400,3
621365,19200,2
621368,34780,3
621371,42240,2
621375,36030,2
621376,87000,4
621381,68600,4
621384,52200,4
621387,16000,4
621394,22000,5
621395,1200,2
621396,40400,3
621415,66000,4
621417,29400,2
621418,108320,5
621419,24000,2
621420,279800,3
621422,20000,3
621424,55000,3
621425,33800,3
621429,24000,2
621430,2640,2
621431,24001,1
621432,14200,2
621433,27600,2
621435,33000,2
621439,36800,3
621441,32400,2
621442,49290,2
621446,44000,3
621449,18000,2
621451,21600,2
621452,38000,3
621454,19860,6
621455,21850,4
621456,27850,4
621457,3630,4
621458,18900,5
621460,7251,3
621461,1500,6
621462,5100,4
621463,22700,5
621464,5960,2
621465,21440,6
621466,2101,4
621467,25045,4
621468,600,6
621469,8131,4
621470,2770,2
621471,2501,3
621472,6564,2
621473,44410,5
621474,9270,4
621475,46240,4
621476,5801,5
621477,5450,6
621478,12701,3
621479,16901,3
621480,14350,5
621481,29450,5
621482,14800,4
621483,53901,9
621484,27500,6
621485,15600,4
621486,15900,6
621487,9760,4
621488,32500,6
621489,3501,6
621490,15300,6
621491,38500,6
621492,23200,4
621494,23480,4
621495,35100,5
621496,47000,7
621497,2920,4
621499,12150,4
621500,9590,5
621501,7200,5
621502,24400,5
621503,19461,5
621504,24951,5
621507,500,1
621508,4331,5
621509,5300,4
621510,5000,6
621511,30700,4
621512,5000,7
621513,11100,7
621514,4300,6
621515,6500,2
621516,8100,6
621517,4400,5
621518,33000,5
621519,3800,3
621520,8200,4
621521,9800,7
621522,10300,4
621523,28250,4
621524,90400,5
621525,32700,5
621526,4000,2
621527,5800,3
621528,7540,5
621529,6000,6
621530,18420,5
621532,4000,4
621533,5300,6
621534,3900,2
621535,53200,4
621536,42500,2
621537,6600,6
621538,17600,6
621539,17700,5
621540,5600,3
621541,25100,3
621542,7100,4
621543,12000,3
621544,16300,6
621546,5120,6
621547,61400,4
621548,50300,7
621549,23900,5
621550,16700,5
621551,10800,5
621552,6500,5
621553,8700,3
621554,2400,4
621555,22030,5
621557,10000,5
621558,18800,7
621560,36220,4
621561,27100,6
621562,14850,5
621563,49770,9
621564,15600,6
621565,2800,5
621566,30000,6
621567,2800,4
621570,34370,4
621571,12400,6
621572,77400,5
621573,23800,4
621574,20200,6
621575,143400,4
621577,47729,6
621578,12200,6
621579,28420,6
621580,36300,7
621581,6601,3
621583,95701,6
621584,18500,6
621585,13200,6
621588,1301,6
621589,3400,3
621590,6940,5
621591,66800,10
621594,58001,8
621595,650,3
621598,7701,6
621601,88440,3
621602,11200,4
621607,50,4
621612,49000,2
621613,3800,1
621614,30150,6
621615,21605,5
621616,4000,3
621617,11600,6
621619,1000,6
621621,33100,6
621622,39200,3
621623,20000,5
621624,16000,5
621625,58500,3
621626,6000,1
621627,45000,5
621628,6000,3
621629,2900,1
621630,32000,4
621631,44100,5
621632,14000,4
621633,11001,8
621634,44370,4
621637,50100,4
621638,14800,4
621639,46480,6
621640,65900,5
621641,9560,4
621642,1114,3
621643,118880,4
621644,43500,3
621645,3200,7
621646,27345,7
621648,32000,5
621650,17200,5
621651,31000,5
621653,24000,3
621654,20000,3
621656,69850,5
621657,23000,1
621658,47960,5
621660,24800,4
621661,29900,3
621662,22200,3
621663,131000,3
621664,29928,2
621665,89700,4
621667,35200,3
621668,42600,3
621669,45600,2
621671,71300,5
621672,20000,3
621673,25000,3
621675,12000,2
621678,20360,2
621684,28800,5
621686,41400,2
621687,37000,3
621688,25000,3
621690,166720,5
621691,110800,6
621692,52358,4
621693,45020,6
621694,20200,4
621695,68640,4
621699,22200,6
621700,108700,4
621705,12000,5
621706,10500,3
621707,74078,4
621712,29100,4
621714,6000,2
621718,43500,5
621723,67200,5
621725,70000,3
621726,64080,3
621727,22200,4
621728,54320,3
621729,36400,3
621730,50480,3
621734,44400,5
621735,54000,5
621736,93600,3
621739,195400,1
621740,57000,3
621742,39500,3
621743,24000,2
621749,56680,3
621752,21000,2
621756,36000,1
621757,13120,4
621760,61400,3
621762,1000,5
621764,3700,2
621766,69600,9
621767,43600,2
621771,10000,3
621773,1200,5
621777,22520,5
621778,27600,7
621779,20240,5
621780,80000,4
621782,13200,4
621784,470,1
621786,36750,6
621788,38700,3
621789,60000,7
621790,60520,5
621791,95700,3
621794,8900,3
621795,12000,4
621797,20000,4
621798,34320,6
621800,19200,2
621803,34000,4
621804,36000,5
621805,8400,2
621806,5000,5
621808,7500,5
621809,15600,2
621811,220000,5
621812,295200,5
621813,104400,4
621816,174900,8
621817,44200,8
621819,30240,4
621820,3500,3
621822,51000,7
621825,74204,4
621827,30,4
621830,41580,4
621833,7500,5
621834,2090,4
621835,7000,4
621837,30002,3
621838,200,4
621842,897200,3
621845,241000,5
621846,550,6
621847,14780,5
621848,10571,6
621849,2500,6
621850,4550,2
621852,6120,5
621854,8000,4
621855,2100,2
621856,29530,3
621859,6361,7
621861,48991,6
621862,18840,3
621863,13300,1
621864,5441,5
621865,5800,5
621867,5821,3
621868,3881,6
621869,9771,4
621870,2770,6
621872,26680,4
623917,56000,3
626175,3605,4
628021,24300,1
629914,30500,4
632898,110300,3
633508,112480,2
634406,96000,2
640282,20000,2
641616,30320,2
642968,13200,3
643364,35000,2
648852,18000,5
655011,500,1
655202,87600,2
657967,32050,6
662446,55000,3
663412,4460,4
666238,36000,3
667197,800,3
667991,11300,2
670243,70565,4
672194,73000,3
673650,58000,5
678346,20000,2
683126,44135,2
687332,24000,3
691348,22500,4
693859,2160,2
693940,53080,3
693985,2200,3
694857,14600,1
699033,15351,2
701103,82100,3
701221,3000,2
702587,12500,4
703398,71400,1
704628,36200,1
705501,37600,1
709033,80000,2
709268,13000,1
710161,51000,2
710910,1000,2
714312,63180,6
714961,10100,4
715812,18680,3
716074,40000,2
716424,14620,7
717797,47650,4
719625,47400,5
720817,33000,2
721632,142400,3
723460,15600,1
723467,50300,2
723649,39600,1
724065,20000,1
724735,179120,3
727151,40000,1
727675,58000,3
727954,40800,2
732190,2000,1
734558,57520,3
737659,5990,2
740544,41000,3
741255,10000,3
742168,40000,1
742337,82000,6
746302,45330,3
748017,35000,3
749595,23000,2
752997,900,4
754083,57600,2
760248,30000,3
760319,46001,2
763715,40000,2
766521,5722,3
767161,79240,1
769134,45640,3
769165,4500,1
771214,11300,3
773240,80000,2
777018,19200,4
780598,25000,1
784054,9301,4
787057,500,3
787411,14000,3
791222,21606,4
792032,55700,4
793344,93100,3
795450,95500,3
796972,293200,3
797332,15000,4
800394,34740,3
801168,11100,2
803218,7100,2
806639,45200,4
808555,20290,1
808651,28000,2
810836,42200,3
811703,34320,2
812078,54800,1
814671,3320,3
814731,35000,2
818647,7560,3
823365,81320,3
823593,371120,4
831139,30100,3
831763,100,1
832440,20000,1
833850,13000,2
833903,29600,3
836828,4500,3
837434,37170,4
837778,9000,3
844546,3400,2
845440,25100,2
846005,12000,1
846187,13101,2
850741,64600,3
851213,22800,3
851941,41000,2
851971,6000,4
853428,20128,4
858704,20400,3
859349,37000,2
859873,27800,4
864169,36500,1
867591,55000,4
876648,7700,3
879962,1610,1
883157,41800,2
885856,28601,3
886785,5200,1
889085,52000,1
890204,96600,2
890911,5000,4
893810,92000,3
897196,15670,3
897515,45000,6
897751,27600,2
900497,60800,3
902548,31300,1
903123,270000,3
903892,225020,5
905032,20000,1
905278,30000,2
905498,2200,5
906230,24000,2
906453,12760,2
911111,105000,3
912238,38997,2
913434,15000,5
914151,12400,2
914703,5600,4
915522,108000,4
915805,24000,4
919682,40000,3
924812,9100,2
926018,133200,3
926269,22400,1
927697,64520,4
929101,73980,3
931323,36360,2
934748,567000,2
943681,56448,1
945083,16200,2
946097,55000,4
946470,48075,4
946869,21000,4
946986,58160,3
949279,27820,4
950591,34120,2
955383,31400,6
956946,25310,5
957965,42651,5
958344,18000,2
962377,10610,5
962411,137200,2
963610,20120,3
966759,1000,3
968562,33480,4
969470,30000,3
969918,50500,4
972352,36240,2
974116,73800,1
975627,50000,3
976604,14800,2
978837,43320,2
979587,11600,1
981459,6700,3
984281,20900,1
985074,5900,5
987204,18000,2
988691,8250,5
988910,30600,1
989685,5002,1
990260,70250,6
990737,74800,3
991063,1000,2
993428,31900,4
993847,50000,1
994450,41800,3
